CREATE DATABASE IF NOT EXISTS dummyweatherdatadb;
USE dummyweatherdatadb;
DROP TABLE IF EXISTS weatherdata;
CREATE TABLE IF NOT EXISTS weatherdata (date DATE NOT NULL, time TIME NOT NULL, temperature FLOAT(24) NOT NULL);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190701', 000000, 19.570177154875864);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 040000, 20.547635371167274);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 041500, 20.393769117702604);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 043000, 20.703839267694878);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 044500, 20.523976416171703);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 050000, 20.70992194074908);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 051500, 21.133177745873915);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 053000, 21.085436188297667);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 054500, 20.815377922352475);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 060000, 21.117326060412346);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 061500, 21.19122809466308);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 063000, 21.310592854943717);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 064500, 21.165355408022545);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 070000, 21.61909939173325);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 071500, 21.36104960828287);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 073000, 21.891835232176234);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 074500, 21.776253929024154);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 080000, 21.94899641207671);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 081500, 21.96232420216026);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 083000, 22.08302358604527);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 084500, 22.399506714918356);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 090000, 22.487623039793874);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 091500, 22.56238486697553);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 093000, 22.72164429383783);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 094500, 22.83886738797623);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 100000, 22.961847590431827);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 101500, 23.068849942624688);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 103000, 23.189805028418295);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 104500, 23.331308830935285);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 110000, 23.380478427081318);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 111500, 23.67290918592585);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 113000, 23.637124094388476);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 114500, 23.87725247039163);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 120000, 24.212976378200445);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 121500, 24.097567047083373);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 123000, 24.32459178446593);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 124500, 24.509337418369164);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 130000, 24.522737969975946);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 131500, 24.501941931361383);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 133000, 24.578529398993414);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 134500, 24.587687370746835);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 140000, 24.566231305888504);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 141500, 25.020960072256266);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 143000, 25.01299909689342);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 144500, 24.807465794781283);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 150000, 24.962667063644343);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 151500, 24.630934011215732);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 153000, 24.636800438224228);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 154500, 24.672274799246736);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 160000, 24.966339894036807);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 161500, 24.490737662913027);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 163000, 24.769561154472836);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 164500, 25.03299837370824);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 170000, 24.607678890634404);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 171500, 24.467896625300465);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 173000, 24.87009797768206);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 174500, 24.443273028530843);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 180000, 24.490873893192344);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 181500, 24.453042356345588);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 183000, 24.444840038444035);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 184500, 24.553475975503538);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 190000, 24.45672051550787);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 191500, 24.087575672968303);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 193000, 23.910788114702118);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 194500, 24.058447612714804);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 200000, 23.910452826213607);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 201500, 23.6397284775149);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 203000, 23.607533753141343);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 204500, 23.42779268886832);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 210000, 23.304587468023573);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 211500, 23.157533720798064);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 213000, 23.05424277578204);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 214500, 22.922503967891792);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 220000, 22.819947082308342);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 221500, 22.68906037576535);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 223000, 22.466001735137613);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 224500, 22.48301860828224);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 230000, 22.37371671983091);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 231500, 22.166983678928776);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 233000, 21.98428903617087);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190704', 234500, 21.93511544828527);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 000000, 21.65919325532272);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 001500, 21.591899417708653);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 003000, 21.66941994450651);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 004500, 21.34077959418249);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 010000, 21.127553980999394);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 011500, 21.095548897476785);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 013000, 20.98434058944792);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 014500, 20.937363710163616);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 020000, 21.382155916730074);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 021500, 21.1044912795785);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 023000, 20.975411073864315);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 024500, 21.156464238671713);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 030000, 21.366185699377837);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 031500, 21.298022754317298);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 033000, 21.371842404827873);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 034500, 21.113914724348753);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 040000, 21.180755636133497);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 041500, 20.8885044896553);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 043000, 21.013621495197185);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 044500, 21.45330571517457);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 050000, 20.854312841529953);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 051500, 21.370692978841895);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 053000, 21.04266953113319);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 054500, 21.35859132362723);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 060000, 21.53524727096339);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 061500, 21.20862649465044);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 063000, 21.657780486392497);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 064500, 21.909957353415514);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 070000, 21.710941229589558);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 071500, 21.979225869696457);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 073000, 21.844630855353312);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 074500, 22.180561520108164);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 080000, 22.09825261686713);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 081500, 22.224140930612737);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 083000, 22.52813251770186);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 084500, 22.53241429652669);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 090000, 22.78050058875855);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 091500, 22.91622225932779);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 093000, 23.014353782480836);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 094500, 23.135911724376673);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 100000, 23.293155206687857);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 101500, 23.382371523812758);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 103000, 23.48355769653348);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 104500, 23.601417800013746);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 110000, 23.812407800585348);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 111500, 24.014374078522795);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 113000, 24.06664086207703);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 114500, 23.963314669337663);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 120000, 24.360592710662395);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 121500, 24.537495525807046);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 123000, 24.246249523086725);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 124500, 24.444571282154612);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 130000, 24.503650257904443);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 131500, 24.540113230669583);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 133000, 24.858583303419405);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 134500, 24.675143930873517);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 140000, 25.257434236118996);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 141500, 24.92784417147556);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 143000, 24.810537452323075);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 144500, 25.332074881844605);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 150000, 25.44089005166932);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 151500, 24.792602680651484);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 153000, 25.3957347427608);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 154500, 25.2894368753217);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 160000, 24.79634442793387);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 161500, 25.40063690830146);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 163000, 24.740133658249558);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 164500, 24.72326439208854);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 170000, 25.314227515982594);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 171500, 24.98181928405794);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 173000, 24.8834457711843);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 174500, 24.565095780441148);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190705', 180000, 24.930618881769945);
